440;30;195
441;28;195
442;32;196
443;28;196
444;32;197
445;28;197
446;32;198
447;28;198
448;32;199
449;29;199
450;40;200
451;37;200
452;40;201
453;37;201
454;40;202
455;36;202
456;40;203
457;37;203
458;40;204
459;37;204
460;40;205
461;36;205
462;42;206
463;37;206
464;42;207
465;37;207
466;42;208
467;36;208
468;42;209
469;37;209
470;41;210
471;37;210
472;42;211
473;36;211
474;42;212
475;36;212
476;42;213
477;37;213
478;42;214
479;37;214
480;38;215
481;36;215
482;38;216
483;37;216
484;38;217
485;36;217
486;38;218
487;37;218
488;38;219
489;36;219
490;39;220
491;36;220
492;39;221
493;36;221
494;39;222
495;36;222
496;39;223
497;36;223
498;39;224
499;36;224
500;39;225
501;36;225
502;40;226
503;37;226
504;40;227
505;36;227
506;41;228
507;37;228
508;41;229
509;36;229
510;41;230
511;36;230
512;41;231
513;37;231
514;41;232
515;36;232
516;41;233
517;37;233
518;41;234
519;37;234
520;41;235
521;36;235
522;42;236
523;36;236
524;42;237
525;36;237
526;38;238
527;37;238
528;38;239
529;37;239
530;39;240
531;37;240
532;39;241
533;37;241
534;40;242
535;36;242
536;40;243
537;36;243
538;40;244
539;37;244
540;40;245
541;37;245
542;40;246
543;36;246
544;40;247
545;36;247
546;40;248
547;36;248
548;42;249
549;37;249
